title,image_id,source_url,cloudinary_secure_url,cloudinary_public_id,status,error
Roxy,mn9so1aysy6tiqco,https://maphub.net/media/images/m/n9/mn9so1aysy6tiqco/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759492/public-art-map/mn9so1aysy6tiqco.jpg,public-art-map/mn9so1aysy6tiqco,ok,
Sea Turtles,5qxzssdxlvxouqkj,https://maphub.net/media/images/5/qx/5qxzssdxlvxouqkj/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759492/public-art-map/5qxzssdxlvxouqkj.jpg,public-art-map/5qxzssdxlvxouqkj,ok,
Serve Change Hope Love Mural,vbsqn2uok9mu3pg1,https://maphub.net/media/images/v/bs/vbsqn2uok9mu3pg1/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759493/public-art-map/vbsqn2uok9mu3pg1.jpg,public-art-map/vbsqn2uok9mu3pg1,ok,
Shephard's Heart Pantry Mural,f44wtxq1zngiaxgw,https://maphub.net/media/images/f/44/f44wtxq1zngiaxgw/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759493/public-art-map/f44wtxq1zngiaxgw.jpg,public-art-map/f44wtxq1zngiaxgw,ok,
Spilling the Wind,8sfnyanz0ymrxrit,https://maphub.net/media/images/8/sf/8sfnyanz0ymrxrit/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759493/public-art-map/8sfnyanz0ymrxrit.jpg,public-art-map/8sfnyanz0ymrxrit,ok,
St Francis Church Mural,pzajmocfvlvqeblo,https://maphub.net/media/images/p/za/pzajmocfvlvqeblo/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759494/public-art-map/pzajmocfvlvqeblo.jpg,public-art-map/pzajmocfvlvqeblo,ok,
Stalking Fox,llkmdje22sxjew42,https://maphub.net/media/images/l/lk/llkmdje22sxjew42/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759494/public-art-map/llkmdje22sxjew42.jpg,public-art-map/llkmdje22sxjew42,ok,
Starry Night,pa9rb0jjhmms3lnr,https://maphub.net/media/images/p/a9/pa9rb0jjhmms3lnr/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759494/public-art-map/pa9rb0jjhmms3lnr.jpg,public-art-map/pa9rb0jjhmms3lnr,ok,
Stone Hearth Mural (Covered),uyzpoukze8tlyigi,https://maphub.net/media/images/u/yz/uyzpoukze8tlyigi/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759495/public-art-map/uyzpoukze8tlyigi.jpg,public-art-map/uyzpoukze8tlyigi,ok,
Storytellers,q555ezth6kccnxs0,https://maphub.net/media/images/q/55/q555ezth6kccnxs0/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759496/public-art-map/q555ezth6kccnxs0.jpg,public-art-map/q555ezth6kccnxs0,ok,
Sturgis Fountain,lqmz34xuatxhsthw,https://maphub.net/media/images/l/qm/lqmz34xuatxhsthw/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759495/public-art-map/lqmz34xuatxhsthw.jpg,public-art-map/lqmz34xuatxhsthw,ok,
Sumatran Tiger,rmqiwr4jmy9cw4km,https://maphub.net/media/images/r/mq/rmqiwr4jmy9cw4km/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759496/public-art-map/rmqiwr4jmy9cw4km.jpg,public-art-map/rmqiwr4jmy9cw4km,ok,
Taking Flight,s3boklgmeicdljta,https://maphub.net/media/images/s/3b/s3boklgmeicdljta/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759496/public-art-map/s3boklgmeicdljta.jpg,public-art-map/s3boklgmeicdljta,ok,
Texas Ranger,dhdk0swpv8ldomhm,https://maphub.net/media/images/d/hd/dhdk0swpv8ldomhm/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759497/public-art-map/dhdk0swpv8ldomhm.jpg,public-art-map/dhdk0swpv8ldomhm,ok,
The Color of Health Mural,irpagriec3gg38kt,https://maphub.net/media/images/i/rp/irpagriec3gg38kt/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759497/public-art-map/irpagriec3gg38kt.jpg,public-art-map/irpagriec3gg38kt,ok,
The Gift,sghmtd30zhg6fmav,https://maphub.net/media/images/s/gh/sghmtd30zhg6fmav/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759497/public-art-map/sghmtd30zhg6fmav.jpg,public-art-map/sghmtd30zhg6fmav,ok,
The Kids,zdrjgxawqr8k1kth,https://maphub.net/media/images/z/dr/zdrjgxawqr8k1kth/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759497/public-art-map/zdrjgxawqr8k1kth.jpg,public-art-map/zdrjgxawqr8k1kth,ok,
The Spirit of We Mural,sh6jvbrntjjztd6a,https://maphub.net/media/images/s/h6/sh6jvbrntjjztd6a/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759498/public-art-map/sh6jvbrntjjztd6a.jpg,public-art-map/sh6jvbrntjjztd6a,ok,
The Thinker Mural,lsqcbb16x5gyiwk4,https://maphub.net/media/images/l/sq/lsqcbb16x5gyiwk4/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759498/public-art-map/lsqcbb16x5gyiwk4.jpg,public-art-map/lsqcbb16x5gyiwk4,ok,
Tree of Life Mural,eh9yv8xdqd8raycx,https://maphub.net/media/images/e/h9/eh9yv8xdqd8raycx/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759499/public-art-map/eh9yv8xdqd8raycx.jpg,public-art-map/eh9yv8xdqd8raycx,ok,
Trouble,v2gfm5cloqnzff1w,https://maphub.net/media/images/v/2g/v2gfm5cloqnzff1w/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759499/public-art-map/v2gfm5cloqnzff1w.jpg,public-art-map/v2gfm5cloqnzff1w,ok,
Twisted Root Mural,xnob3ji3jd3ar5ht,https://maphub.net/media/images/x/no/xnob3ji3jd3ar5ht/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759499/public-art-map/xnob3ji3jd3ar5ht.jpg,public-art-map/xnob3ji3jd3ar5ht,ok,
Tyson,liq9juyuwb4ij6u0,https://maphub.net/media/images/l/iq/liq9juyuwb4ij6u0/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759499/public-art-map/liq9juyuwb4ij6u0.jpg,public-art-map/liq9juyuwb4ij6u0,ok,
Unknown,wjt5aatp03kr8yht,https://maphub.net/media/images/w/jt/wjt5aatp03kr8yht/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759500/public-art-map/wjt5aatp03kr8yht.jpg,public-art-map/wjt5aatp03kr8yht,ok,
Visiting Angels Mural,kwuau34tm9whure3,https://maphub.net/media/images/k/wu/kwuau34tm9whure3/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759500/public-art-map/kwuau34tm9whure3.jpg,public-art-map/kwuau34tm9whure3,ok,
Waco Sculpture Zoo,4n1lfdp7u5t22hqo,https://maphub.net/media/images/4/n1/4n1lfdp7u5t22hqo/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759500/public-art-map/4n1lfdp7u5t22hqo.jpg,public-art-map/4n1lfdp7u5t22hqo,ok,
Waco Tornado Kinetic Sculptures,p7n8e0ts1rrtftyn,https://maphub.net/media/images/p/7n/p7n8e0ts1rrtftyn/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759500/public-art-map/p7n8e0ts1rrtftyn.jpg,public-art-map/p7n8e0ts1rrtftyn,ok,
Waco We Love You,zjiogpdkst2keef7,https://maphub.net/media/images/z/ji/zjiogpdkst2keef7/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759500/public-art-map/zjiogpdkst2keef7.jpg,public-art-map/zjiogpdkst2keef7,ok,
Waco Y'all Mural,g5oo8mxuczw8rgvx,https://maphub.net/media/images/g/5o/g5oo8mxuczw8rgvx/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759501/public-art-map/g5oo8mxuczw8rgvx.jpg,public-art-map/g5oo8mxuczw8rgvx,ok,
Wacotown,79brblnxcgelo9cv,https://maphub.net/media/images/7/9b/79brblnxcgelo9cv/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759502/public-art-map/79brblnxcgelo9cv.jpg,public-art-map/79brblnxcgelo9cv,ok,
White Rhino,eodiiadgyu6jkt2v,https://maphub.net/media/images/e/od/eodiiadgyu6jkt2v/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759501/public-art-map/eodiiadgyu6jkt2v.jpg,public-art-map/eodiiadgyu6jkt2v,ok,
Whitetail,7ru3zlmxlk4qeeok,https://maphub.net/media/images/7/ru/7ru3zlmxlk4qeeok/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759502/public-art-map/7ru3zlmxlk4qeeok.jpg,public-art-map/7ru3zlmxlk4qeeok,ok,
Wildflowers I,uruxg0vis0nl7aky,https://maphub.net/media/images/u/ru/uruxg0vis0nl7aky/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759502/public-art-map/uruxg0vis0nl7aky.jpg,public-art-map/uruxg0vis0nl7aky,ok,
Wildflowers II,9kugjxagwi6cgbch,https://maphub.net/media/images/9/ku/9kugjxagwi6cgbch/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759503/public-art-map/9kugjxagwi6cgbch.jpg,public-art-map/9kugjxagwi6cgbch,ok,
Wise Elephant,prqdeiknxyaby57p,https://maphub.net/media/images/p/rq/prqdeiknxyaby57p/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759503/public-art-map/prqdeiknxyaby57p.jpg,public-art-map/prqdeiknxyaby57p,ok,
You Look Nice Today Wacotown,ynpc4udppsb0w65p,https://maphub.net/media/images/y/np/ynpc4udppsb0w65p/1024_768.jpg,https://res.cloudinary.com/dgbcpsrj7/image/upload/v1776759504/public-art-map/ynpc4udppsb0w65p.jpg,public-art-map/ynpc4udppsb0w65p,ok,
